-  4096	  4096	1198	0.29450
A  4096	  4096	1198	0.18209
B  4096	  1338	1198	0.7724
C  4096	  2733	274	0.11079
A+B  4096	  1338	1198	0.7316
A+C  4096	  2733	274	0.11518
B+C  4096	   346	274	0.1823
A+B+C  4096	   346	274	0.1915
