-		  4096	  4096	1198	0.018501
 A		  4096	  4096	1198	0.017926
 B		  4096	  2731	273	0.011372
 C		  4096	  1338	1198	0.007426
 A+B		  4096	  2731	273	0.011381
 A+C		  4096	  1338	1198	0.007643
 B+C		  4096	   345	273	0.001923
 A+B+C		  4096	   345	273	0.001941
