-		16777216	16777216	12726048	203.618237
-		16777216	16777216	12726048	203.618237
 A		16777216	16777216	12726048	201.015038
 B		16777216	5592407	3267803	67.224853
 C		16777216	13567821	12726048	162.877696
 A+B		16777216	5592407	3267803	68.720434
 A+C		16777216	13567821	12726048	163.216225
 B+C		16777216	3662613	3267803	44.570564
 A+B+C		16777216	3662613	3267803	44.502445
