-		    27	    27	8	0.000080
-		    27	    27	8	0.000080
 A		    27	    27	8	0.000075
 B		    27	    27	8	0.000082
 C		    27	    14	8	0.000055
 A+B		    27	    27	8	0.000081
 A+C		    27	    14	8	0.000058
 B+C		    27	    15	8	0.000060
 A+B+C		    27	    15	8	0.000059
