 -		    27	    27	8	0.000085
 -		    27	    27	8	0.000085
 A		    27	    27	8	0.000084
 B		    27	    14	8	0.000061
 C		    27	    27	8	0.000090
 A+B		    27	    14	8	0.000064
 A+C		    27	    27	8	0.000091
 B+C		    27	    16	8	0.000070
 A+B+C		    27	    16	8	0.000066

