 -		16777216	16777216	12726048	202.864182
 A		16777216	16777216	12726048	202.328785
 B		16777216	13567821	12726048	178.568307
 C		16777216	5592409		3267804		67.177828
 A+B		16777216	13567821	12726048	163.324256
 A+C		16777216	5592409		3267804		71.781664
 B+C		16777216	3662614		3267804		45.983796
 A+B+C		16777216	3662614		3267804		44.539395

